timestamp,soil,temperature,humidity,pH
1760077521.2647638,100.0,29.2,63.5,0
1760077522.316344,100.0,29.2,63.5,0
1760077523.39799,100.0,29.4,63.3,0
1760077524.4446034,100.0,29.4,63.3,0
1760077525.5165524,100.0,29.6,63.1,0
1760077526.5693836,100.0,29.6,63.1,0
1760077527.647141,100.0,29.8,62.9,0
1760077528.6971188,100.0,29.8,62.9,0
1760077529.774659,100.0,29.8,62.9,0
1760077530.8260155,100.0,29.8,62.9,0
1760077531.8967342,100.0,29.6,63.0,0
1760077532.944845,100.0,29.6,63.0,0
1760077534.0250783,100.0,29.6,62.9,0
1760077535.0794199,100.0,29.6,62.9,0
1760077536.1548743,100.0,29.4,63.0,0
1760077537.2061307,100.0,29.4,63.0,0
1760077538.2775924,100.0,29.4,62.9,0
1760077539.332412,100.0,29.4,62.9,0
1760077540.4069822,100.0,29.6,62.8,0
1760077541.454782,100.0,29.6,62.8,0
1760077542.5349717,100.0,29.4,62.8,0
1760077543.5873258,100.0,29.4,62.8,0
1760077544.6547453,100.0,29.7,62.6,0
1760077545.71493,100.0,29.7,62.6,0
1760077546.7896302,100.0,29.4,62.7,0
1760077547.8407993,100.0,29.4,62.7,0
1760077548.9170053,100.0,29.8,62.5,0
1760077549.9684212,100.0,29.8,62.5,0
1760077551.0444539,100.0,29.9,62.5,0
1760077552.0954065,100.0,29.9,62.5,0
1760077553.1713774,100.0,29.9,62.4,0
1760077554.2215672,100.0,29.9,62.4,0
1760077555.2950141,100.0,29.8,62.3,0
1760077556.3490345,100.0,29.8,62.3,0
1760077557.4249647,100.0,29.7,62.4,0
1760077558.4750845,100.0,29.7,62.4,0
1760077559.552594,100.0,29.6,62.3,0
1760077560.6024923,100.0,29.6,62.3,0
1760077561.6751852,100.0,29.6,62.3,0
1760077562.7302651,100.0,29.6,62.3,0
1760077563.8046906,100.0,29.8,62.1,0
1760077564.8550444,100.0,29.8,62.1,0
1760077565.932848,100.0,29.9,62.2,0
1760077566.9834,100.0,29.9,62.2,0
1760077568.0604439,100.0,29.7,62.2,0
1760077569.1112509,100.0,29.7,62.2,0
1760077570.1870947,100.0,29.9,62.1,0
1760077571.239817,100.0,29.9,62.1,0
1760077572.3135428,100.0,29.4,62.3,0
1760077573.36469,100.0,29.4,62.3,0
1760077574.4364471,100.0,29.7,62.1,0
1760077575.4899979,100.0,29.7,62.1,0
1760077576.5670092,100.0,30.0,61.9,0
1760077577.6165848,100.0,30.0,61.9,0
1760077578.6947918,100.0,29.8,62.0,0
1760077579.744622,100.0,29.8,62.0,0
1760077580.8167613,100.0,29.8,62.0,0
1760077581.8717532,100.0,29.8,62.0,0
1760077582.9486392,100.0,29.8,62.0,0
1760077583.9998243,100.0,29.8,62.0,0
1760077585.0746305,100.0,29.7,62.0,0
1760077586.124731,100.0,29.7,62.0,0
1760077587.2006276,100.0,29.8,62.0,0
1760077588.2537918,100.0,29.8,62.0,0
1760077589.3270407,100.0,29.4,62.1,0
1760077590.3767364,100.0,29.4,62.1,0
1760077591.454775,100.0,29.9,61.9,0
1760077592.5046256,100.0,29.9,61.9,0
1760077593.5828354,100.0,30.0,61.8,0
1760077594.6345701,100.0,30.0,61.8,0
1760077595.708648,100.0,30.0,61.8,0
1760077596.7609818,100.0,30.0,61.8,0
1760077597.8381457,100.0,29.6,62.0,0
1760077598.8861923,100.0,29.6,62.0,0
1760077599.965038,100.0,29.8,61.9,0
1760077601.0161228,100.0,29.8,61.9,0
1760077602.0913413,100.0,29.9,61.9,0
1760077603.1419442,100.0,29.9,61.9,0
1760077604.2189176,100.0,30.0,61.8,0
1760077605.2695286,100.0,30.0,61.8,0
1760077606.3458655,100.0,29.9,61.8,0
1760077607.396387,100.0,29.9,61.8,0
1760077608.4721003,100.0,29.7,61.9,0
1760077609.5232499,100.0,29.7,61.9,0
1760077610.5994363,100.0,30.0,61.6,0
1760077611.6499581,100.0,30.0,61.6,0
1760077612.7264578,100.0,30.3,61.5,0
1760077613.7779155,100.0,30.3,61.5,0
1760077614.8538165,100.0,29.9,61.7,0
1760077615.9048724,100.0,29.9,61.7,0
1760077616.9752076,100.0,30.0,61.6,0
1760077618.0312538,100.0,30.0,61.6,0
1760077619.104741,100.0,30.0,61.6,0
1760077620.15654,100.0,30.0,61.6,0
1760077621.2347696,100.0,30.0,61.6,0
1760077622.284718,100.0,30.0,61.6,0
1760077623.3610997,100.0,30.0,61.5,0
1760077624.4122043,100.0,30.0,61.5,0
1760077625.4886389,100.0,30.0,61.5,0
1760077626.5390267,100.0,30.0,61.5,0
1760077627.615118,100.0,29.9,61.6,0
1760077628.6656451,100.0,29.9,61.6,0
1760077629.7424755,100.0,30.0,61.5,0
1760077630.7932467,100.0,30.0,61.5,0
1760077631.8695364,100.0,30.0,61.5,0
1760077632.9206982,100.0,30.0,61.5,0
1760077633.9956892,100.0,30.0,61.4,0
1760077635.0470455,100.0,30.0,61.4,0
1760077636.1234763,100.0,29.9,61.5,0
1760077637.1731987,100.0,29.9,61.5,0
1760077638.2502718,100.0,29.9,61.4,0
1760077639.3014283,100.0,29.9,61.4,0
1760077640.3770225,100.0,29.7,61.5,0
1760077641.4268677,100.0,29.7,61.5,0
1760077642.503856,100.0,29.7,61.5,0
1760077643.5550177,100.0,29.7,61.5,0
1760077644.6312914,100.0,30.0,61.3,0
1760077645.6803594,100.0,30.0,61.3,0
1760077646.7548225,100.0,29.7,61.5,0
1760077647.8093612,100.0,29.7,61.5,0
1760077648.8849998,100.0,29.6,61.5,0
1760077649.935863,100.0,29.6,61.5,0
1760077651.012047,100.0,30.0,61.3,0
1760077652.0627766,100.0,30.0,61.3,0
1760077653.1392403,100.0,29.7,61.5,0
1760077654.1854515,100.0,29.7,61.5,0
1760077655.2648706,100.0,29.9,61.4,0
1760077656.314905,100.0,29.9,61.4,0
1760077657.3923764,100.0,29.9,61.4,0
1760077658.4434633,100.0,29.9,61.4,0
1760077659.51985,100.0,30.3,61.2,0
1760077660.5683427,100.0,30.3,61.2,0
1760077661.6467764,100.0,30.0,61.3,0
1760077662.6975224,100.0,30.0,61.3,0
1760077663.8031862,100.0,30.0,61.2,0
1760077664.8246584,100.0,30.0,61.2,0
1760077665.899624,100.0,30.0,61.2,0
1760077666.9504385,100.0,30.0,61.2,0
1760077668.0251656,100.0,30.3,61.1,0
1760077669.0785892,100.0,30.3,61.1,0
1760077670.1547186,100.0,29.7,61.4,0
1760077671.2057943,100.0,29.7,61.4,0
1760077672.2817311,100.0,29.7,61.3,0
1760077673.3479035,100.0,29.7,61.3,0
1760077674.4084334,100.0,30.0,61.1,0
1760077675.4599092,100.0,30.0,61.1,0
1760077676.5350943,100.0,29.7,61.3,0
1760077677.5867088,100.0,29.7,61.3,0
1760077678.6619172,100.0,30.3,61.0,0
1760077679.7133746,100.0,30.3,61.0,0
1760077680.7896178,100.0,30.1,61.1,0
1760077681.840828,100.0,30.1,61.1,0
1760077682.9163609,100.0,30.0,61.1,0
1760077683.9668298,100.0,30.0,61.1,0
1760077685.0436497,100.0,29.9,61.2,0
1760077686.0948708,100.0,29.9,61.2,0
1760077687.17005,100.0,30.0,61.0,0
1760077688.2213998,100.0,30.0,61.0,0
1760077689.2972746,100.0,30.1,61.0,0
1760077690.3482528,100.0,30.1,61.0,0
1760077691.4247456,100.0,30.1,61.0,0
1760077692.4749804,100.0,30.1,61.0,0
1760077693.5511,100.0,29.7,61.2,0
1760077694.603083,100.0,29.7,61.2,0
1760077695.6783133,100.0,30.1,61.0,0
1760077696.729268,100.0,30.1,61.0,0
1760077697.8047261,100.0,30.3,60.9,0
1760077698.856195,100.0,30.3,60.9,0
1760077699.9323635,100.0,30.2,61.0,0
1760077700.9823172,100.0,30.2,61.0,0
1760077702.0590365,100.0,30.0,61.1,0
1760077703.104751,100.0,30.0,61.1,0
1760077704.1870909,100.0,30.3,60.9,0
1760077705.2360103,100.0,30.3,60.9,0
1760077706.3082302,100.0,29.9,61.1,0
1760077707.3545642,100.0,29.9,61.1,0
1760077708.434628,100.0,30.1,61.0,0
1760077709.4846196,100.0,30.1,61.0,0
1760077710.564641,100.0,30.0,61.0,0
1760077711.614966,100.0,30.0,61.0,0
1760077712.6926086,100.0,30.0,61.0,0
1760077713.7449365,100.0,30.0,61.0,0
1760077714.8201463,100.0,29.9,61.1,0
1760077715.8723655,100.0,29.9,61.1,0
1760077716.944789,100.0,30.0,61.0,0
1760077717.9993365,100.0,30.0,61.0,0
1760077719.0747712,100.0,29.9,61.1,0
1760077720.1264026,100.0,29.9,61.1,0
1760077721.2021258,100.0,30.1,61.0,0
1760077722.2528663,100.0,30.1,61.0,0
1760077723.3287306,100.0,30.2,61.0,0
1760077724.3748379,100.0,30.2,61.0,0
1760077725.454706,100.0,29.7,61.2,0
1760077726.5059052,100.0,29.7,61.2,0
1760077727.5807662,100.0,30.2,61.0,0
1760077728.6348598,100.0,30.2,61.0,0
1760077729.7049446,100.0,30.0,61.0,0
1760077730.758602,100.0,30.0,61.0,0
1760077731.8363898,100.0,30.0,61.0,0
1760077732.8849623,100.0,30.0,61.0,0
1760077733.9547834,100.0,29.9,61.1,0
1760077735.0145915,100.0,29.9,61.1,0
1760077736.084704,100.0,30.1,61.0,0
1760077737.1407292,100.0,30.1,61.0,0
1760077738.217088,100.0,29.9,61.1,0
1760077739.266785,100.0,29.9,61.1,0
1760077740.3449085,100.0,30.1,61.0,0
1760077741.3947449,100.0,30.1,61.0,0
1760077749.4503238,100.0,30.0,61.0,-3.6
1760077749.956778,100.0,30.0,61.0,-3.71
1760077750.467722,100.0,30.1,61.0,-3.58
1760077750.974923,100.0,30.1,61.0,-3.62
1760077751.4817216,100.0,30.1,61.0,-3.62
1760077751.9878387,100.0,30.1,61.0,-3.64
1760077752.494891,100.0,30.0,61.0,-3.59
1760077753.0078735,100.0,30.0,61.0,-3.62
1760077753.5949433,100.0,30.3,60.9,-3.62
1760077754.6490438,100.0,30.3,60.9,-3.65
1760077755.7247076,100.0,30.1,61.0,-3.56
1760077756.7745268,100.0,30.1,61.0,-3.64
1760077757.8715267,100.0,30.0,61.0,-3.65
1760077758.9045136,100.0,30.0,61.0,-3.61
1760077759.9806895,100.0,29.9,61.1,-3.71
1760077761.0284584,100.0,29.9,61.1,-3.66
1760077762.1048784,100.0,30.0,61.0,-3.63
1760077763.154941,100.0,30.0,61.0,-3.5
1760077764.2349272,100.0,29.7,61.2,-3.71
1760077765.2848587,100.0,29.7,61.2,-3.6
1760077766.3608415,100.0,29.9,61.1,-3.69
1760077767.410448,100.0,29.9,61.1,-3.62
1760077768.4876668,100.0,29.7,61.2,-3.58
1760077769.5346038,100.0,29.7,61.2,-3.55
1760077770.6148896,100.0,29.9,61.1,-3.58
1760077771.6648905,100.0,29.9,61.1,-3.64
1760077772.7411764,100.0,30.0,61.0,-3.6
1760077773.7933424,100.0,30.0,61.0,-3.58
1760077774.8647566,100.0,29.9,61.1,-3.61
1760077775.915945,100.0,29.9,61.1,-3.68
1760077776.99673,100.0,30.0,61.0,-3.64
1760077778.047112,100.0,30.0,61.0,-3.66
1760077779.1155574,100.0,29.9,61.1,-3.65
1760077780.1747491,100.0,29.9,61.1,-3.63
1760077781.2497776,100.0,29.9,61.1,-3.61
1760077782.2969623,100.0,29.9,61.1,-3.67
1760077783.3749268,100.0,29.7,61.2,-3.63
1760077784.424673,100.0,29.7,61.2,-3.66
1760077785.5047328,100.0,30.1,61.0,-3.67
1760077786.5551574,100.0,30.1,61.0,-3.65
1760077787.6300933,100.0,30.3,60.9,-3.55
1760077788.6795273,100.0,30.3,60.9,-3.69
1760077789.7547462,100.0,29.9,61.1,-3.61
1760077790.808756,100.0,29.9,61.1,-3.62
1760077791.884479,100.0,30.0,61.0,-3.58
1760077792.9361594,100.0,30.0,61.0,-3.63
1760077794.0103333,100.0,29.6,61.2,-3.64
1760077795.0574102,100.0,29.6,61.2,-3.66
1760077796.1349742,100.0,30.3,60.9,-3.53
1760077797.1889384,100.0,30.3,60.9,-3.65
1760077798.266479,100.0,30.1,61.0,-3.62
1760077799.3146682,100.0,30.1,61.0,-3.64
1760077800.3846424,100.0,29.7,61.3,-3.66
1760077801.4448104,100.0,29.7,61.3,-3.59
1760077802.5180283,100.0,30.3,61.0,-3.61
1760077803.5650299,100.0,30.3,61.0,-3.56
1760077804.6464093,100.0,30.3,61.0,-3.62
1760077805.6980083,100.0,30.3,61.0,-3.6
1760077806.7747467,100.0,30.1,61.1,-3.57
1760077807.8245904,100.0,30.1,61.1,-3.62
1760077808.8980854,100.0,29.9,61.1,-3.57
1760077809.945389,100.0,29.9,61.1,-3.53
1760077811.0247476,100.0,29.9,61.1,-3.58
1760077812.0780408,100.0,29.9,61.1,-3.6
1760077813.1550336,100.0,30.3,60.9,-3.62
1760077814.2047057,100.0,30.3,60.9,-3.56
1760077815.2747147,100.0,30.1,61.0,-3.66
1760077816.3335173,100.0,30.1,61.0,-3.64
1760077817.4073298,100.0,30.5,60.8,-3.65
1760077818.454821,100.0,30.5,60.8,-3.57
1760077819.5349412,100.0,30.2,60.9,-3.66
1760077820.5847964,100.0,30.2,60.9,-3.59
1760077821.6550708,100.0,30.3,60.8,-3.58
1760077822.7123103,100.0,30.3,60.8,-3.58
1760077823.7850106,100.0,30.2,60.9,-3.59
1760077824.8345764,100.0,30.2,60.9,-3.62
1760077825.9171333,100.0,30.2,60.9,-3.62
1760077826.968288,100.0,30.2,60.9,-3.61
1760077828.036458,100.0,30.1,60.9,-3.61
1760077829.0965269,100.0,30.1,60.9,-3.58
1760077830.1700494,100.0,29.7,61.1,-3.61
1760077831.2181237,100.0,29.7,61.1,-3.63
1760077832.2983675,100.0,30.1,60.9,-3.62
1760077833.3448281,100.0,30.1,60.9,-3.61
1760077834.4245663,100.0,30.3,60.8,-3.57
1760077835.4748724,100.0,30.3,60.8,-3.68
1760077836.5480917,100.0,29.9,61.0,-3.55
1760077837.5978756,100.0,29.9,61.0,-3.66
1760077838.6750412,100.0,30.1,60.9,-3.62
1760077839.7248063,100.0,30.1,60.9,-3.64
1760077840.8045034,100.0,29.7,61.1,-3.58
1760077841.8548357,100.0,29.7,61.1,-3.61
1760077842.9327145,100.0,30.0,60.9,-3.66
1760077843.974725,100.0,30.0,60.9,-3.59
1760077845.060181,100.0,30.2,60.9,-3.57
1760077846.1080701,100.0,30.2,60.9,-3.64
1760077847.1848047,100.0,30.1,60.9,-3.59
1760077848.235134,100.0,30.1,60.9,-3.56
1760077849.312467,100.0,29.7,61.1,-3.59
1760077850.3648117,100.0,29.7,61.1,-3.56
1760077851.4347808,100.0,30.1,60.9,-3.51
1760077852.4883864,100.0,30.1,60.9,-3.53
1760077853.5646603,100.0,30.3,60.9,-3.65
1760077854.6433277,100.0,30.3,60.9,-3.59
1760077855.694963,100.0,29.7,61.2,-3.62
1760077856.7450497,100.0,29.7,61.2,-3.59
1760077857.814661,100.0,30.1,60.9,-3.64
1760077858.8654623,100.0,30.1,60.9,-3.6
1760077859.9480371,100.0,30.1,60.9,-3.6
1760077860.994923,100.0,30.1,60.9,-3.6
1760077862.074517,100.0,30.4,60.8,-3.59
1760077863.1264372,100.0,30.4,60.8,-3.58
1760077864.1962655,100.0,30.0,61.0,-3.66
1760077865.2448237,100.0,30.0,61.0,-3.57
